0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
aryankesharwani142004,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,1,
trassis,,2,5,2,,,2,2,1,,,,,,,,,,,,,,,,,,6,3,
DXXsama,17,1,,,1,,,,,,,,,,,,,,,,,,,,,,26,1,
GWTM,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,4,,
drizzle_codes,17,1,,,,,,,,,,,,,,,,,,,,,,,,,65,47,
XoLeRyTeR,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,2,
yusuf12360,3,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,7,1,
sachin_gupta21,1,,1,,,,,,,,,,,,,,,,,,,,,,,,27,1,
hoangnoobpro,23,7,4,4,2,1,,,,,,,,,,,,,,,,,,,,,195,22,4
Niko_Hu,3,1,3,,,3,2,,,,,,,,,,,,,,,,,,,,9,6,
ShreyHehe,7,1,4,1,,1,,,,,,,,,,,,,,,,,,,,,21,1,
ACMcmr,6,4,4,18,4,,3,,,,,,,,,,,,,,,,,,,,11,2,12
meimingzi1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,21,4,
Amao_Fox,15,6,16,4,5,18,2,8,1,4,2,1,,,,2,,,,,,,,,,,17,3,12
jsiso,,,82,1,,1,1,,1,,,,,,,,,,,,,,,,,,15,,
zhuyc,1,2,,,1,1,,1,,,,,,,,,,,,,,,,,,,7,,3
VinnySJ,6,6,2,4,3,,1,,2,2,1,1,,,2,,,,,1,,,,,,,15,3,21
aviralarpan3301,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
happify03,2,2,2,4,3,8,13,7,2,,2,,1,,,,,,,,,,,,,,11,2,
AlexixRugis,,2,1,,1,1,,,,,,,,,,,,,,,,,,,,,3,,4
sjdka,,1,,,,,,1,,,,,,,,,,,,,,,,,,,3,1,
dshrey27,19,,1,,,,,,,,,,,,,,,,,,,,,,,,25,22,
User_Kei,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,8,2,
CharlesLakes,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,
ahmedmo10,14,12,9,7,5,3,,,,,,,,,,,,,,,,,,,,,39,10,
abdalrahem.r.dado,19,14,9,9,2,,,,,,,,,,,,,,,,,,,,,,104,25,
himneesh9,25,31,31,23,8,2,1,4,,,,,,,,,,,,,,,,,,,57,19,
runtime-terror_63,,1,,1,,,,,,,,,,,,,,,,,,,,,,,3,,
brokie,9,21,16,20,1,24,,2,,1,,,,,,,,,,,,,,,,,15,2,
surajiyer,39,24,17,14,4,1,2,,,,1,,,,1,,,,,,,,,,,,78,32,3
NavneetKumar123,,13,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,
I_am_Jacks_FOMO,,2,1,,,,,,,,,,,,,,,,,,,,,,,,4,1,
Ruthvik2835,3,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
sqrtN,,5,4,3,1,3,,,,,,2,,,,,,,,,,,,,,,12,1,
tr1ten,8,4,18,11,10,7,16,,,,,1,,,,,,,,,,,,,,,6,1,
The_challenger,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,83,7,
Zeus_0790,5,5,6,2,3,3,1,2,,,,,,,,,,,,,,,,,,,33,8,
k1nsom,2,4,5,5,6,3,2,7,17,3,,3,,1,2,,,,,,,,,,,,14,3,
jat.arc2004,10,9,7,,,,,,,,,,,,,,,,,,,,,,,,14,7,
mihajlovskijr,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,
Padle_bsdk,2,1,6,3,2,,,,,,,,,,,,,,,,,,,,,,11,3,
_quantum_coder,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
_Strelitzia,10,32,10,2,1,4,7,7,,1,,,1,1,,,,,,,,,,,,,25,31,
aditya0610,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
Ras_Vz,1,3,,,,,,,,,,,,,,,,,,,,,,,,,22,1,
wudibaolong0904,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,3,,
Forestmy17,4,7,4,11,8,1,3,1,,,1,,,,,,,,,,,,,,,,25,4,5
ilikelonliness,,3,1,3,1,2,3,3,2,3,,1,,,,,,,,,,,,,,,2,,
ekeshwar2407,2,3,13,11,1,,,,,,,,,,,,,,,,,,,,,,4,1,
Lanzy,1,,1,,,,,,,,,,,,,,,,,,,,,,,,7,2,1
NewbiePupil,,,,1,1,,,,,,,,,,,,,,,,,,,,,,6,1,
imkrish,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
_gold,24,25,31,4,2,2,2,1,1,,,,,,,,,,,,,,,,,,30,10,1
clutchgod65,4,2,1,,1,,,,,,,,,,,,,,,,,,,,,,13,1,
superiorhedgehog,1,1,1,1,1,1,2,,,1,,,,,,,,,,,,,,,,,9,3,
Mhamad_aboaljood,33,8,5,3,6,1,,,,,,,,,,,,,,,,,,,,,95,59,3
rn201,,,1,1,,,,,,,,,,,,,,,,,,,,,,,5,,
ShelpAm,4,3,,,1,2,,2,,,,,,,,,,,,,,,,,,,54,2,3
boxlesscat,6,8,5,5,8,15,4,4,1,4,2,2,1,,1,,,,,,,,,,,,9,6,1
BinarCat,1,3,2,2,,1,1,,1,,,,1,,,,,,,,,,,,,,6,2,17
nayanrathore,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
paras_churi,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,
NikhilSharma26,2,4,2,3,5,,,,,2,,,,,,,,,,,,,,,,,9,1,3
Monis_Azarus,,1,4,2,2,1,1,,,,,,,,,,,,,,,,,,,,4,2,
LordLouis04,2,2,,,,,,,,,,,,,,,,,,,,,,,,,11,1,
jjo_ayt,2,4,1,1,3,1,1,3,,,2,,,,,,,,,,,,,,,,16,1,
luciferyrsdev,5,1,2,3,,,,,,,,,,,,,,,,,,,,,,,22,5,
kikitop1gg,13,8,,2,,,,,,,,,,,,,,,,,,,,,,,75,6,
yingkeqian,1,2,1,144,141,135,31,21,15,7,,,2,,,,,,,,,,,,,,9,1,
Saviorovo,1,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,4,1,
anewacmer,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
Huanmwk,,,2,1,,,1,,,,,,,,,,,,,,,,,,,,5,,
JoksimKaktus,,,,2,,,1,,,,,,,,,,,,,,,,,,,,3,,
Irate,1,5,7,8,3,3,,,,,,,,,,,,,,,,,,,,,13,3,
Kefrov,1,1,,,,,,,,,,,,,,,,,,,,,,,,,8,1,1
Shashwat_skr,17,5,7,2,,1,,,,,,,,,,,,,,,,,,,,,19,2,
Byf23333,5,3,4,8,8,1,7,5,,3,2,2,2,,,,,,,,,,,,,,16,5,
Aniket19o7,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,11,1,
ILoveUhiuhiu,1,3,,2,,,,,,,1,,,,,,,,,,,,,,,,28,3,
Khalwsh,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,25,3,1
Rj3i_Flicker,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,
shonnn,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,51,4,
silverbullet,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,17,1,
ShadowDrunk,,1,9,,3,,,,,,,,,,,,,,,,,,,,,,5,,
moyegege,5,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,6,2,
1025_xp,8,12,4,8,4,4,12,3,,1,,,,,,,,,,,,,,,,,34,10,20
Zorojuro130,9,2,2,3,,,,,,,,,,,,,,,,,,,,,,,41,11,
theCPguy,1,5,10,4,2,,,,,,,,,,,,,,,,,,,,,,7,2,
_Poltergeist_,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,26,5,
Sahu_1402,26,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,
_SkyZ_Coder_Minded_,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,128,5,
jatinxkirito,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,54,1,1
ShashankGaur03,5,,1,,,,,,,,,,,,,,,,,,,,,,,,7,3,
Ankur_8789,50,23,8,14,1,,2,,,,,,,,,,,,,,,,,,,,90,6,
Hakarishirenai,5,5,2,5,6,47,33,5,3,1,,1,,,,,,,,,,,,,,,20,7,
blushinghentaigirl,1,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,
H0U0H,10,6,2,,2,,,,,,,,,,,,,,,,,,,,,,16,8,
Joker_Z,1,3,,,1,,,,,,,,4,,1,,,,,,,,,,,,4,1,13
anand_patel_91,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
hitinbajaj,8,20,25,4,1,,,,,,,,,,,,,,,,,,,,,,23,6,
Experto_Besherunom,55,3,1,1,,,,,,,,,,,,,,,,,,,,,,,33,,
tramp3,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,30,6,
Java_Programmer,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,
DiabloNemesis,12,8,5,2,,,,,,,,,,,,,,,,,,,,,,,20,11,
Ranj_01,1,,,1,,,,,,,,,,,,,,,,,,,,,,,5,1,
Timosh,4,6,2,,3,,1,,,,,,,,,,,,,,,,,,,,25,3,3
devangsvaghani,5,,2,1,,,,,,,,,,,,,,,,,,,,,,,47,5,
aryan_satija_1111,,,,1,,,,,,,,,,,,,,,,,,,,,,,4,1,
ayush1501garg,2,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1,
hdudyx736,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
parthz_2003,10,5,,,,,,,,,,,,,,,,,,,,,,,,,3,7,
El-Metador,25,4,7,1,,,,,,,,,,,,,,,,,,,,,,,6,6,
rohitjazz199955,19,11,1,,,,,,,,,,,,,,,,,,,,,,,,39,26,
lqm123,1,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,
cowthecow,3,2,1,3,3,6,4,4,,2,,,,,,,,,,,,,,,,,11,1,
fzyz2020,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,4,,
elpurpuly,29,19,14,5,10,2,4,,1,1,,,,,,,,,,,,,,,,,27,19,1
mittaludit236,18,17,16,8,15,5,6,2,1,,,,,,,,,,,,,,,,,,72,11,2
l1ability,3,2,,,,,,,,,,,,,,,,,,,,,,,,,8,,
Yi_xi,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
arnavra3,7,2,2,,,,,,,,,,,,,,,,,,,,,,,,21,5,
zitVang,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,8,2,
Akizuki_Kanna,3,7,10,9,7,8,2,3,1,1,3,3,,,,,,,,,,,,,,,26,6,1
Rachuu_uwu,5,6,3,6,2,,,,,,,,,,,,,,,,,,,,,,8,5,
xuhaotian,3,,5,,1,6,1,1,1,3,1,1,1,4,,,,,,,,,,,,,4,,
1nvince,,1,1,1,,2,,,,,,,,,,,,,,,,,,,,,7,1,
namanbhardwaj1454,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
wkingyu,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1
VAashiii,3,,25,,,,,,,,,,,,,,,,,,,,,,,,10,3,
Yue_chen,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,
darkDranzer,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,2,1,
lightning_eagle,5,6,7,7,2,3,,1,2,1,,,3,1,1,,1,,,,,,,,,,13,3,
tryharderforioi100,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
ismail-but-noob,1,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,
ali2241,7,2,5,2,1,1,,,1,,,,,,,,,,,,,,,,,,59,9,
arns115,20,21,22,33,23,20,12,5,2,1,2,,,,,,,,,,,,,,,,73,19,14
PoorGhost,3,1,2,2,,1,,,1,,,,,,,,,,,,,,,,,,8,1,
iLLuSiOnZ,1,,,1,,,,,,,,,,,,,,,,,,,,,,,17,3,
Aviral_Gupta,,1,,3,2,,,1,,,,,,,,,,,,,,,,,,,6,1,
Atom_Hoang,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
Hamza_Hassanain,,,1,3,,,,,,,,,,,,,,,,,,,,,,,13,1,
Rafael_Y,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,,4,,1
Shadow_00,1,2,4,1,3,2,,2,,,,,,,,,,,,,,,,,,,4,1,
__Waled,4,2,6,2,1,,,1,,,,,,,,,,,,,,,,,,,53,2,
codaks14,6,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,11,4,
VamosAbhinav,10,2,,,,,2,,4,,,,,,,,,,,,,,,,,,21,9,
eScaryNinja,12,23,44,18,7,2,2,,2,,,,,,,,,,,,,,,,,,23,10,
manish47,3,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,
ILabelI,1,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,
Lcaokai,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,6,1,
polsage,14,13,11,5,2,1,,,,,,,,,,,,,,,,,,,,,57,13,
bamogh,3,,2,1,,,,,,,,,,,,,,,,,,,,,,,5,2,
Floze3,3,2,3,4,1,5,2,3,6,6,5,4,7,4,2,,3,2,,,,,,,,,6,2,1
vako_P,6,3,7,1,1,3,,,,,,,,,,,,,,,,,,,,,30,10,
Rainy_L,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
CuteExp10re,,,1,1,2,3,,,4,,2,5,,,1,,2,,,,,,,,,,3,1,
Sahilence,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,9,1,
riyadas.200208,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,1,
saeidanwar,4,2,4,1,2,,1,1,,,,,,,,,,,,,,,,,,,14,4,
rekname,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,17,1,25
My-Life,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
uyt777,6,2,1,3,3,1,1,2,,,1,,,,,,,,,,,,,,,,18,4,
kush1505,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,5,
megaminion,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,
Solarion4,,1,1,1,1,,,5,1,,2,,,1,,,,,,,,,,,,,32,2,
