0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
Rubikun,46,22,35,40,41,52,53,53,53,53,39,44,41,33,33,13,8,3,,,1,1,,,,,55,28,140
Savior-of-Cross,32,20,35,42,42,67,63,74,71,70,67,58,39,56,54,34,23,21,4,4,1,1,4,1,1,1,52,21,75
nok0,18,23,31,20,31,38,28,33,27,28,29,22,25,10,11,5,8,5,7,,,1,,,,,71,17,5
KaguyaH,23,17,20,12,21,23,36,24,14,30,24,27,36,27,35,35,20,17,23,8,24,26,12,10,29,11,39,18,17
StarSilk,14,20,14,17,19,20,20,21,22,26,18,15,19,19,27,27,13,9,1,,,,,,,1,69,17,9
jeroenodb,16,21,15,19,22,25,32,38,28,30,49,30,54,52,90,129,124,49,28,11,7,4,2,1,1,,62,10,56
rui_er,69,42,61,59,60,78,63,89,65,78,67,44,50,36,33,14,8,2,9,3,2,3,,,,,202,67,11
Fido_Puppy,35,33,28,28,39,52,32,50,49,101,95,96,107,138,147,141,115,90,82,58,56,45,43,16,15,13,72,22,7
cat_of_Nesraychan,1,1,2,,2,4,3,4,,1,1,2,5,1,2,2,3,3,,2,,2,1,,,,8,4,
bashkort,44,50,40,46,43,41,43,46,45,41,66,33,100,69,67,73,25,49,35,15,22,7,12,6,6,14,185,39,77
asdsasd,15,25,26,25,21,27,26,20,30,14,11,13,10,10,2,2,1,,1,,,,,,,,146,27,3
KevinWan,9,2,12,11,11,18,34,34,26,56,64,83,63,34,24,11,8,7,3,2,1,,,,1,,19,11,20
tabr,7,8,10,16,11,20,22,22,22,29,28,29,26,20,23,24,12,4,1,,,,,,,,19,7,54
alexxela12345,16,10,23,25,21,18,26,11,14,23,11,10,4,4,1,1,2,,,,,1,,,,,40,12,123
fengqiyuka,,1,4,,2,3,3,4,5,5,1,2,3,2,2,3,1,1,4,1,2,,4,2,1,,7,3,1
kradcigam,3,6,6,2,4,4,3,3,2,5,6,3,,2,2,1,1,,,4,,,,,,,19,4,
honglan0301,9,7,1,11,17,11,12,9,17,29,39,53,48,60,48,71,47,26,29,23,29,28,8,6,,11,24,8,1
yangster67,60,79,61,72,87,72,52,73,47,65,67,54,63,63,56,23,11,5,2,1,,,,,,,271,74,23
m_99,18,12,20,29,24,25,19,22,26,22,22,12,12,8,7,6,12,,,1,,,,,,,35,15,15
SSerxhs,4,1,5,1,4,12,1,1,2,3,9,5,4,4,2,3,3,,,,,,,,,,4,6,
by_chance,5,6,4,6,7,5,8,7,6,19,15,5,18,19,15,11,10,8,9,8,22,7,4,2,3,,22,1,5
LuCpp,16,23,20,20,21,25,26,30,34,32,32,20,31,18,16,14,14,8,7,2,5,1,4,,2,1,66,18,8
tokusakurai,19,19,23,16,27,29,30,31,22,30,30,26,27,21,26,25,26,16,7,2,,,,,,,45,15,
E_fireworks,13,10,11,7,10,11,15,15,17,16,23,19,13,18,24,14,13,3,7,6,1,3,,,2,,51,9,
daubi,17,17,23,19,16,18,24,20,23,17,12,17,5,11,6,4,3,4,2,1,,,,,,,41,14,17
S2speed,45,38,43,47,48,56,50,48,46,44,42,43,46,53,29,35,19,25,10,1,4,2,,5,,1,150,50,7
wsyear,55,69,72,77,71,55,82,71,78,101,100,83,160,132,183,155,129,112,87,59,70,33,26,17,9,10,272,63,66
pp_orange,32,29,32,38,41,29,39,35,44,45,38,56,54,55,56,40,45,13,17,8,5,15,4,,,,143,32,31
wdnmdwrnmmp,9,13,12,14,11,12,8,23,11,25,21,19,23,24,33,27,23,19,22,19,15,6,2,1,2,,46,11,1
LXH-cat,46,50,51,57,51,41,69,85,65,83,91,63,81,78,88,63,58,32,45,26,19,11,14,8,1,8,195,46,48
Wuyanru,29,17,34,20,12,26,20,34,17,19,40,23,23,20,20,21,2,8,6,9,2,3,2,2,,,186,22,1
abc864197532,115,84,128,115,118,135,136,137,128,141,127,142,109,84,91,50,37,26,10,7,1,1,1,,,,255,102,40
sansen,49,20,47,53,34,43,46,67,55,65,58,61,62,57,55,39,25,31,6,4,2,,,,,,61,31,
cmk666,29,32,32,40,32,47,33,42,37,44,31,41,38,46,94,75,76,114,35,38,25,45,10,30,9,17,137,40,123
PurpleCrayon,55,43,55,53,55,81,68,70,70,69,65,59,49,52,61,130,38,23,14,14,7,5,5,9,,10,177,48,79
hyman00,45,36,43,46,44,56,60,60,66,54,75,62,105,74,110,67,45,22,18,11,6,8,3,,1,,136,30,112
0wuming0,51,39,53,37,34,52,58,44,45,53,42,37,40,32,18,16,11,10,7,3,4,1,2,,,,112,41,188
