0user_handle,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,800,900,undefined
SecondThread,21,21,27,24,20,27,32,23,22,27,13,13,12,1,4,1,6,,,,,,,,,,44,26,375
sillylittleidiot77,8,11,7,6,8,5,10,11,16,16,63,54,28,31,33,33,15,10,,,,1,,,,,25,5,
complexor,4,6,8,3,11,7,6,6,9,22,14,17,20,16,28,21,8,10,9,5,13,16,6,4,9,11,21,3,15
Everule,11,6,13,8,17,13,14,16,13,12,15,11,10,3,5,,2,2,,,,,,,,,18,7,6
gansixeneh,64,46,39,44,33,39,39,17,16,6,4,3,2,,2,1,1,,,,,,,,,,179,57,1
J_B_Y,4,,3,,2,,2,1,2,3,3,1,1,,3,2,1,1,2,,3,1,,2,,,3,2,
SeptaCube,3,7,26,6,6,3,2,5,23,12,4,6,8,1,1,,,,,,,,,,,,24,10,78
AA_Surely,56,56,68,47,45,50,63,59,57,61,49,55,58,31,27,23,18,6,9,1,5,3,,,,,492,117,105
KnownError_,6,6,3,4,6,4,5,6,6,17,9,8,8,8,14,10,5,4,9,4,3,2,1,1,1,3,11,5,1
Giga_Cronos,67,66,61,75,65,52,63,57,45,58,46,29,24,13,22,14,7,11,3,,1,,,,,,264,64,402
CALLSIGN_NULL_,7,17,9,21,15,17,20,21,17,33,30,36,14,26,29,17,15,7,6,1,7,4,3,,,,57,7,1
zlxFTH,25,33,19,26,34,24,27,35,32,32,26,19,24,25,37,27,14,21,11,7,9,7,3,12,4,5,135,23,
tarjen,25,25,21,16,21,16,21,28,16,25,25,16,16,19,16,12,7,3,2,1,,,,,,,107,18,410
ttamx,19,18,8,19,15,8,18,20,14,11,7,12,8,4,10,5,6,,,,,,,,,,71,16,14
ikefumy,25,31,31,18,19,30,32,30,22,27,36,31,31,24,20,23,12,11,7,,2,,2,,,,87,27,6
